ensembl_ID	lane1	lane2	lane3	lane4	lane5	lane6	lane8	len
ENSG00000217987	5	9	9	7	7	7	2	1197
ENSG00000207122	0	0	0	0	0	0	0	106
ENSG00000216691	4	3	3	1	6	7	4	522
ENSG00000212347	0	0	0	0	0	0	0	68
ENSG00000156531	187	192	272	235	309	266	123	4429
ENSG00000183943	17	27	25	34	21	18	6	6039
ENSG00000120509	26	32	19	26	66	63	16	1015
ENSG00000216218	0	0	0	0	0	0	0	304
ENSG00000120500	12	3	18	21	20	21	9	1292
ENSG00000215000	0	0	0	0	0	0	0	420
ENSG00000220283	0	0	0	1	2	2	1	851
ENSG00000215007	35	51	46	50	41	37	20	1149
ENSG00000171004	25	30	52	53	24	25	10	3607
ENSG00000102181	126	84	126	153	133	172	65	3455
ENSG00000216075	0	0	0	0	0	0	0	77
ENSG00000199832	0	0	0	0	0	0	0	107
ENSG00000216582	0	0	0	0	0	0	0	400
ENSG00000220354	0	0	0	0	0	0	0	240
ENSG00000217856	0	0	0	0	0	0	0	461
ENSG00000220358	0	0	0	0	0	0	0	241
ENSG00000217853	0	0	0	0	0	0	0	573
ENSG00000201882	1	2	1	1	3	3	0	70
ENSG00000171483	0	3	3	0	0	3	3	1281
ENSG00000198013	0	0	3	2	0	0	0	2209
ENSG00000171489	1	0	1	1	1	2	0	610
ENSG00000131089	230	169	267	309	282	300	105	3474
ENSG00000189037	0	0	0	0	0	0	0	881
ENSG00000134588	1	1	0	0	2	0	0	3492
ENSG00000131080	0	0	0	0	2	1	1	3367
ENSG00000215174	0	0	0	0	0	0	0	1260
ENSG00000215173	40	49	73	87	27	48	10	754
ENSG00000219493	0	0	1	1	0	1	0	905
ENSG00000156009	0	0	0	1	0	1	0	1778
ENSG00000211101	0	0	0	0	0	0	0	69
ENSG00000207332	0	1	3	0	0	1	2	108
ENSG00000211108	0	0	0	0	0	0	0	61
ENSG00000186663	0	1	0	0	0	0	0	453
ENSG00000219078	0	0	0	1	0	0	0	975
ENSG00000221533	0	0	0	0	0	0	0	99
ENSG00000184324	14	21	39	34	27	18	13	693
ENSG00000204474	0	0	0	0	0	0	0	534
ENSG00000176896	5	8	4	10	9	7	6	2263
ENSG00000219815	18	11	12	10	14	14	7	375
ENSG00000169059	0	0	0	0	0	0	0	901
ENSG00000219816	10	12	17	26	22	29	7	1335
ENSG00000211583	0	0	0	0	0	0	0	109
ENSG00000156313	59	60	36	72	65	132	74	3025
ENSG00000220754	0	0	0	0	0	0	0	743
ENSG00000220753	9	15	14	13	9	6	5	474
ENSG00000220626	0	0	0	0	0	0	0	865
ENSG00000199051	0	0	0	0	0	0	0	72
ENSG00000215359	0	0	0	0	1	1	0	1600
ENSG00000220622	0	0	0	0	0	0	0	951
ENSG00000220623	0	0	0	0	0	0	0	117
ENSG00000210180	0	0	0	0	0	0	0	65
ENSG00000219670	0	0	0	0	0	0	0	1267
ENSG00000189145	1	5	5	1	2	3	1	405
ENSG00000210183	0	0	0	0	0	0	0	58
ENSG00000219675	4	6	6	6	4	1	1	1513
ENSG00000046653	23	21	54	39	61	43	21	1713
ENSG00000207486	0	0	0	0	0	0	0	107
ENSG00000102048	0	0	3	0	0	0	0	1612
ENSG00000153779	0	0	0	0	0	0	0	1008
ENSG00000220138	1	0	0	0	0	0	0	528
ENSG00000147065	42	28	51	59	57	32	14	3845
ENSG00000221404	0	0	0	0	0	0	0	111
ENSG00000220132	0	0	0	0	0	0	0	743
ENSG00000221408	0	0	0	0	0	0	0	71
ENSG00000184258	3	1	2	5	10	8	4	2467
ENSG00000219256	0	0	0	0	0	0	0	400
ENSG00000212013	0	0	0	0	0	0	0	91
ENSG00000071553	40	36	58	52	46	60	14	1947
ENSG00000201377	0	0	0	0	0	0	0	97
ENSG00000221665	0	0	0	0	0	0	0	93
ENSG00000047634	215	240	340	360	530	445	180	2829
ENSG00000221392	0	0	0	0	0	0	0	125
ENSG00000216860	4	5	6	9	3	2	1	740
ENSG00000184788	33	23	50	46	80	77	50	1496
ENSG00000216866	4	10	14	15	16	14	6	696
ENSG00000184785	0	0	0	0	0	0	0	807
ENSG00000085224	495	692	696	711	657	754	239	11022
ENSG00000206826	0	0	0	0	0	0	0	108
ENSG00000221716	0	0	0	0	0	0	0	128
ENSG00000221710	0	0	0	0	0	0	0	112
ENSG00000222440	0	0	1	0	0	0	0	191
ENSG00000186787	36	48	16	40	68	32	12	1178
ENSG00000183305	45	54	94	109	109	121	36	1649
ENSG00000183304	0	0	0	0	0	0	0	1510
ENSG00000186416	24	30	30	33	22	32	10	3494
ENSG00000147231	2	2	6	2	6	2	4	3711
ENSG00000184675	37	25	36	48	35	18	3	3688
ENSG00000005889	115	167	130	164	204	244	88	5360
ENSG00000218182	0	0	0	0	0	0	0	1300
ENSG00000101868	98	124	106	110	114	114	46	5467
ENSG00000158639	0	0	0	0	0	0	0	638
ENSG00000201407	0	0	0	0	0	0	0	132
ENSG00000206685	0	0	0	0	0	0	0	107
ENSG00000149970	11	6	10	8	19	16	1	3880
ENSG00000166707	0	0	0	0	0	0	0	1212
ENSG00000216682	0	0	0	0	0	0	0	332
ENSG00000218055	0	0	0	0	0	0	0	230
ENSG00000221867	59	81	104	101	99	107	60	1684
ENSG00000218058	0	0	1	3	1	3	3	483
ENSG00000180879	8	4	12	12	24	8	0	691
ENSG00000206752	0	0	0	0	0	0	0	107
ENSG00000158526	48	54	70	81	64	40	17	1323
ENSG00000196933	2	4	2	2	1	1	0	551
ENSG00000193147	0	0	0	0	0	0	0	107
ENSG00000220277	11	10	17	12	34	27	10	1815
ENSG00000174028	34	46	45	43	62	58	25	1135
ENSG00000217537	0	0	0	0	0	0	0	222
ENSG00000202051	0	0	0	0	0	0	0	106
ENSG00000004848	2	2	1	1	0	1	1	2184
ENSG00000101997	3	8	8	7	5	6	0	2715
ENSG00000213621	4	1	2	2	1	2	0	888
ENSG00000201674	0	0	0	0	0	0	0	213
ENSG00000210537	0	0	0	0	0	0	0	103
ENSG00000222667	0	0	0	0	0	0	0	107
ENSG00000222668	0	0	0	0	0	0	0	85
ENSG00000157514	84	115	170	90	308	356	122	1945
ENSG00000207939	0	0	0	0	0	0	0	110
ENSG00000087916	0	0	0	0	0	0	0	4519
ENSG00000218526	2	3	4	5	2	3	0	852
ENSG00000218523	0	0	0	0	0	0	0	382
ENSG00000204915	0	0	0	0	0	0	0	669
ENSG00000130055	0	1	2	0	0	0	0	2165
ENSG00000130054	3	4	2	6	5	11	0	4015
ENSG00000202231	0	0	0	0	0	1	0	133
ENSG00000130052	0	3	6	9	9	9	0	4840
ENSG00000217624	4	5	6	9	10	12	3	692
ENSG00000217194	1	0	1	2	3	0	0	540
ENSG00000006757	3	8	17	12	21	17	5	2815
ENSG00000219152	0	0	0	0	0	0	0	204
ENSG00000219234	0	0	1	0	0	0	1	1743
ENSG00000213754	0	0	1	0	0	1	0	1359
ENSG00000220501	0	0	0	0	0	0	0	334
ENSG00000185254	0	0	2	0	3	0	0	1377
ENSG00000197463	20	18	27	37	46	41	13	693
ENSG00000222715	0	0	0	0	0	0	0	80
ENSG00000218988	0	0	0	0	0	0	0	179
ENSG00000089682	44	59	62	69	83	89	40	1313
ENSG00000072133	33	37	42	47	84	86	31	2547
ENSG00000218981	0	0	0	0	0	0	0	1239
ENSG00000218987	0	0	0	1	0	1	0	386
ENSG00000216461	0	0	0	0	0	0	0	528
ENSG00000216460	0	0	0	0	1	0	0	1098
ENSG00000203946	0	0	0	1	0	1	0	1008
ENSG00000203947	0	0	0	0	0	0	0	1008
ENSG00000203948	0	0	0	1	0	0	1	1008
ENSG00000203949	0	0	0	0	0	0	0	87
ENSG00000217991	0	0	0	0	0	0	0	353
ENSG00000216667	0	0	0	0	0	0	0	290
ENSG00000217443	0	0	0	0	0	0	0	267
ENSG00000217445	6	11	14	12	9	9	6	289
ENSG00000217446	0	0	0	0	0	0	0	549
ENSG00000202304	0	0	0	0	0	0	0	107
ENSG00000198716	12	11	14	34	19	35	5	534
ENSG00000123561	0	0	0	0	0	0	0	1580
ENSG00000123560	0	0	0	0	0	0	0	3023
ENSG00000123562	709	1105	1208	1394	1763	1575	724	1845
ENSG00000102172	57	78	105	90	508	545	185	1685
ENSG00000123569	3	1	3	1	0	1	0	992
ENSG00000211067	0	0	0	0	0	0	0	91
ENSG00000216001	0	0	0	0	0	0	0	78
ENSG00000187893	0	1	0	0	0	0	0	1715
ENSG00000216005	0	0	0	0	0	0	0	77
ENSG00000179418	0	2	1	0	1	0	0	174
ENSG00000211578	0	0	0	0	0	0	0	111
ENSG00000171129	15	12	30	20	20	31	9	1988
ENSG00000184343	0	0	3	0	5	5	0	1776
ENSG00000102313	0	0	1	1	2	0	1	4684
ENSG00000102312	28	14	28	42	14	21	7	1761
ENSG00000147381	21	7	0	21	14	0	7	1724
ENSG00000189023	5	0	0	0	0	0	0	1734
ENSG00000102317	260	284	339	252	469	438	206	1312
ENSG00000102316	108	175	369	360	529	382	175	1934
ENSG00000134594	1	0	0	0	1	0	0	1107
ENSG00000215102	0	1	3	0	4	4	1	1131
ENSG00000220383	0	0	0	0	0	0	0	393
ENSG00000134597	118	154	174	161	182	180	56	1528
ENSG00000215107	15	31	31	34	63	45	27	321
ENSG00000219484	0	0	0	0	0	0	0	531
ENSG00000220438	7	6	12	9	8	5	3	1027
ENSG00000211115	9	4	7	8	1	6	2	75
ENSG00000102081	169	141	198	208	326	239	99	3568
ENSG00000102080	1	0	0	0	1	0	0	1381
ENSG00000211110	0	0	1	0	0	0	0	68
ENSG00000211112	0	0	0	0	0	0	0	68
ENSG00000207320	0	1	0	0	0	0	0	113
ENSG00000216714	0	0	0	0	0	1	0	271
ENSG00000211118	0	0	0	0	0	0	0	69
ENSG00000204466	0	0	0	1	0	1	1	3915
ENSG00000094841	19	33	27	32	54	31	12	2184
ENSG00000147274	79	82	114	90	94	113	49	2065
ENSG00000220726	0	0	0	0	0	2	0	1123
ENSG00000068308	84	78	141	129	171	180	90	2692
ENSG00000220655	0	0	5	2	3	1	1	348
ENSG00000177689	0	0	0	0	0	0	0	1953
ENSG00000102226	46	46	30	40	99	110	34	2122
ENSG00000220659	0	0	0	0	0	0	0	513
ENSG00000046647	65	102	88	71	122	99	35	2916
ENSG00000102221	28	44	44	64	62	70	28	4809
ENSG00000179101	6	11	8	5	8	6	0	402
ENSG00000208831	0	0	0	0	0	0	0	101
ENSG00000220185	0	0	0	0	0	0	0	893
ENSG00000179031	14	10	20	19	15	18	5	780
ENSG00000208839	0	0	0	0	0	0	0	128
ENSG00000156709	69	111	99	117	138	132	30	2203
ENSG00000147010	127	109	194	182	272	256	112	2902
ENSG00000219242	0	0	0	0	0	0	0	286
ENSG00000219245	0	0	0	0	0	0	0	349
ENSG00000212027	0	0	0	0	0	0	0	72
ENSG00000187325	13	9	25	18	27	34	16	2688
ENSG00000200566	0	0	0	0	0	0	0	115
ENSG00000219063	0	0	0	0	0	0	0	469
ENSG00000204071	4	10	12	4	10	8	2	1258
ENSG00000216878	0	0	0	0	0	0	0	175
ENSG00000204072	1	2	3	5	8	5	1	561
ENSG00000207787	0	0	0	0	0	0	0	119
ENSG00000207784	0	0	0	0	0	0	0	97
ENSG00000207785	0	0	0	0	0	0	0	84
ENSG00000213997	1	0	0	1	0	0	0	735
ENSG00000222871	0	0	0	0	0	0	0	297
ENSG00000217777	0	0	0	0	0	0	0	275
ENSG00000147127	2	0	0	2	6	0	4	1013
ENSG00000147124	45	39	57	51	75	93	27	3207
ENSG00000147123	12	6	42	20	30	20	6	1168
ENSG00000147121	217	215	315	313	587	527	299	2142
ENSG00000221705	0	0	0	0	0	0	0	128
ENSG00000165775	37	30	43	45	38	28	3	2900
ENSG00000201567	0	0	0	0	0	0	0	115
ENSG00000182220	31	27	31	33	87	92	46	2034
ENSG00000219112	2	4	1	1	1	3	0	961
ENSG00000005022	21	30	41	32	31	27	7	1229
ENSG00000133169	2	2	3	2	3	9	1	855
ENSG00000000005	0	0	0	0	0	0	0	1346
ENSG00000188174	139	168	243	253	386	430	133	1137
ENSG00000211524	0	0	0	0	0	0	0	93
ENSG00000223018	0	0	0	0	0	0	0	145
ENSG00000101850	2	2	5	3	1	4	1	1695
ENSG00000005893	209	221	226	279	288	260	125	1867
ENSG00000101856	15	17	27	22	26	27	5	1875
ENSG00000218899	0	0	0	0	0	0	0	716
ENSG00000046774	0	0	0	0	0	0	0	1436
ENSG00000204254	2	3	2	5	1	0	0	435
ENSG00000221870	0	0	0	0	0	0	0	336
ENSG00000208584	0	0	0	0	0	0	0	73
ENSG00000187243	8	4	6	4	4	2	0	2593
ENSG00000213569	48	59	67	81	149	146	54	573
ENSG00000217057	0	0	0	0	0	0	0	295
ENSG00000174010	7	11	12	9	8	10	4	2146
ENSG00000217055	0	0	0	0	1	1	0	166
ENSG00000217506	0	0	0	0	0	0	0	483
ENSG00000181819	2	1	4	7	8	16	7	1859
ENSG00000217500	0	0	0	0	0	0	0	388
ENSG00000174016	0	0	1	2	0	1	0	3032
ENSG00000208765	0	0	0	0	0	0	0	66
ENSG00000218083	1	2	0	0	1	0	0	2135
ENSG00000184867	0	0	0	0	0	0	0	2789
ENSG00000217508	0	0	0	0	0	0	0	483
ENSG00000213441	0	0	0	0	0	0	0	1008
ENSG00000199601	0	0	0	0	0	0	0	107
ENSG00000222122	0	0	0	0	0	0	0	107
ENSG00000125931	0	0	0	0	10	2	0	1033
ENSG00000198820	0	0	0	0	0	0	0	469
ENSG00000129682	11	27	35	18	13	11	5	2062
ENSG00000129680	102	60	84	108	30	48	24	3027
ENSG00000215274	9	11	11	15	12	9	4	561
ENSG00000076770	32	41	61	44	98	92	44	2036
ENSG00000157502	0	0	0	4	2	11	0	3957
ENSG00000218881	0	0	0	0	0	0	0	959
ENSG00000218887	0	0	0	1	0	0	1	319
ENSG00000218886	0	0	0	0	0	0	0	532
ENSG00000217616	0	0	0	0	0	0	0	916
ENSG00000185247	0	0	0	0	1	2	0	1864
ENSG00000212623	0	0	0	0	0	0	0	108
ENSG00000217296	0	3	4	4	2	2	1	786
ENSG00000217291	0	1	1	0	1	0	0	978
ENSG00000207818	0	0	0	0	0	0	0	81
ENSG00000207812	0	0	0	0	0	0	0	97
ENSG00000216472	0	0	0	0	0	0	0	650
ENSG00000216470	0	0	0	0	0	0	0	475
ENSG00000216474	0	0	0	0	0	0	0	825
ENSG00000207800	0	0	0	0	0	0	0	83
ENSG00000180964	158	157	190	192	192	236	65	1136
ENSG00000216674	1	6	4	5	6	3	0	1435
ENSG00000196395	0	0	0	0	0	0	0	269
ENSG00000218958	0	0	0	0	0	0	0	297
ENSG00000218956	0	0	0	0	0	0	0	496
ENSG00000218955	0	0	0	0	0	0	0	1624
ENSG00000217274	0	0	0	1	1	0	0	2252
ENSG00000217271	0	0	0	0	0	0	0	534
ENSG00000217270	13	11	12	12	7	6	1	1203
ENSG00000212560	0	0	0	0	0	0	0	106
ENSG00000217107	0	0	0	0	0	0	0	499
ENSG00000102271	2	4	2	0	4	6	0	4046
ENSG00000185389	3	4	7	5	2	8	1	287
ENSG00000212546	0	0	0	0	0	0	0	107
ENSG00000216273	0	0	0	0	0	0	0	739
ENSG00000216275	0	0	0	0	0	0	0	1362
ENSG00000216277	0	1	0	2	0	0	0	250
ENSG00000213397	15	13	19	30	18	10	0	1452
ENSG00000203571	0	0	0	0	1	0	0	480
ENSG00000185010	26	39	46	42	42	34	20	2620
ENSG00000178146	0	0	0	2	1	0	2	1665
ENSG00000203979	0	0	0	0	0	0	0	1039
ENSG00000212495	0	0	0	0	0	0	0	108
ENSG00000203975	0	0	0	0	0	0	0	1205
ENSG00000169297	0	0	0	0	0	0	0	1005
ENSG00000203976	0	0	0	0	0	0	0	1294
ENSG00000171155	2	16	6	10	14	6	2	1747
ENSG00000219476	0	0	0	0	0	0	0	1030
ENSG00000220394	0	0	0	0	0	1	0	686
ENSG00000220395	0	1	0	2	1	0	1	694
ENSG00000147394	10	12	23	15	23	25	0	3607
ENSG00000220934	2	3	1	2	1	1	0	595
ENSG00000220935	0	0	0	0	0	0	0	376
ENSG00000102309	126	78	144	114	180	141	66	1324
ENSG00000215113	0	0	0	0	0	0	0	1496
ENSG00000215115	0	0	0	0	0	0	0	1492
ENSG00000215116	0	1	0	2	2	2	0	1683
ENSG00000219478	2	1	2	3	2	2	2	1000
ENSG00000211123	0	0	0	0	0	0	0	71
ENSG00000102096	1	6	4	5	2	2	0	2054
ENSG00000102098	26	22	34	32	12	30	10	3640
ENSG00000198021	0	0	0	0	0	0	0	624
ENSG00000219879	0	0	0	1	0	0	0	592
ENSG00000219873	0	0	1	0	0	0	0	1005
ENSG00000216497	0	0	0	0	0	0	0	231
ENSG00000216492	0	0	0	0	0	0	0	759
ENSG00000220738	0	0	0	0	0	0	0	520
ENSG00000147262	0	0	0	0	0	0	0	1008
ENSG00000123576	0	0	0	0	0	0	0	1468
ENSG00000198455	4	5	6	8	15	11	5	5638
ENSG00000123575	35	48	47	50	68	78	28	2999
ENSG00000123572	2	0	1	0	0	2	0	4448
ENSG00000123570	1	1	3	1	3	2	0	3766
ENSG00000220640	0	0	0	0	0	0	0	631
ENSG00000099399	0	0	0	0	0	0	0	1605
ENSG00000102239	0	0	0	0	0	0	0	1413
ENSG00000220647	0	0	0	1	0	1	0	678
ENSG00000177324	0	0	0	0	4	4	2	3340
ENSG00000102230	0	4	7	0	8	0	0	5256
ENSG00000210896	0	0	0	0	0	0	0	103
ENSG00000219586	0	0	0	0	0	0	0	673
ENSG00000219589	0	0	0	0	0	0	0	604
ENSG00000180772	0	0	0	0	0	0	0	2256
ENSG00000221463	0	0	0	0	0	0	0	78
ENSG00000221466	0	0	0	0	0	0	0	96
ENSG00000147003	5	1	2	7	2	2	0	1568
ENSG00000212032	0	0	0	0	0	0	0	85
ENSG00000219901	6	3	6	9	3	5	0	2387
ENSG00000215933	1	0	0	0	0	0	0	79
ENSG00000215284	21	25	29	28	27	34	13	630
ENSG00000215286	7	3	6	5	8	0	1	738
ENSG00000221603	2	0	2	2	2	1	0	99
ENSG00000094631	48	66	86	88	100	106	18	2503
ENSG00000219727	0	1	0	0	0	0	0	435
ENSG00000219725	0	0	0	0	0	0	0	438
ENSG00000219051	0	0	0	0	0	0	0	217
ENSG00000219299	0	0	0	0	0	0	0	213
ENSG00000204065	0	1	0	0	0	4	1	1168
ENSG00000215120	11	6	13	17	30	21	12	1313
ENSG00000126759	0	0	0	3	0	0	0	1543
ENSG00000219462	0	0	0	0	2	0	0	251
ENSG00000222864	0	0	0	0	0	0	0	128
ENSG00000078061	18	16	29	42	15	15	8	2416
ENSG00000215046	0	0	0	0	0	0	0	1747
ENSG00000147138	0	0	0	0	0	0	0	1258
ENSG00000147130	79	111	122	155	126	77	24	5373
ENSG00000147133	177	213	266	281	330	385	124	6074
ENSG00000222461	0	0	0	0	0	0	0	286
ENSG00000165704	22	20	14	26	30	18	14	1323
ENSG00000219128	0	2	1	0	7	4	3	992
ENSG00000166160	0	0	0	0	0	0	0	1205
ENSG00000123595	13	11	11	9	20	18	7	1077
ENSG00000173681	64	57	75	97	110	149	64	4572
ENSG00000201420	0	0	0	0	0	0	0	120
ENSG00000187754	0	0	0	4	0	2	0	1375
ENSG00000067992	4	5	4	8	3	2	1	1526
ENSG00000183434	0	0	0	0	0	0	0	1680
ENSG00000091482	0	1	0	0	1	1	0	886
ENSG00000067177	74	107	143	113	160	148	61	4339
ENSG00000204089	1	0	0	0	0	0	0	2006
ENSG00000204086	0	0	0	0	0	0	1	1435
ENSG00000218097	0	0	0	0	0	0	0	1087
ENSG00000217046	0	2	0	3	2	0	1	135
ENSG00000218092	0	0	0	0	0	0	0	760
ENSG00000217517	0	0	0	0	0	0	0	447
ENSG00000126903	16	4	20	28	8	16	4	1878
ENSG00000218931	3	5	6	2	9	4	3	640
ENSG00000218728	0	0	0	0	1	0	0	969
ENSG00000085185	21	30	33	42	18	27	3	6712
ENSG00000206795	0	0	0	0	0	0	0	113
ENSG00000206792	0	0	0	0	0	0	0	103
ENSG00000218529	1	2	2	0	1	1	0	1195
ENSG00000208572	0	0	0	0	0	0	0	101
ENSG00000222133	0	0	0	0	0	0	0	102
ENSG00000129675	12	20	16	20	20	16	16	5022
ENSG00000210396	0	0	0	0	0	0	0	294
ENSG00000006756	69	58	58	64	60	61	25	2236
ENSG00000218439	0	0	0	0	0	0	0	290
ENSG00000080561	2	12	24	24	26	18	8	2478
ENSG00000101849	134	162	223	203	373	401	157	4674
ENSG00000101846	2	9	8	10	12	26	5	6377
ENSG00000101844	54	84	96	174	300	306	126	2178
ENSG00000011201	0	3	2	1	6	3	2	6314
ENSG00000101842	1	0	0	0	0	1	0	3127
ENSG00000101843	103	102	107	166	296	140	69	878
ENSG00000218436	0	0	0	0	0	1	1	945
ENSG00000208681	0	0	0	0	0	0	0	304
ENSG00000218541	0	0	0	0	0	0	0	806
ENSG00000010404	64	70	103	118	137	122	51	1264
ENSG00000218545	10	10	10	9	19	11	4	1121
ENSG00000209228	0	0	0	0	0	0	0	68
ENSG00000217606	37	48	36	40	34	35	17	678
ENSG00000102384	13	6	13	23	2	11	4	2345
ENSG00000174460	0	0	0	0	0	0	0	2237
ENSG00000202144	0	0	0	0	0	0	0	102
ENSG00000198930	68	56	84	104	64	72	32	874
ENSG00000198932	6	10	8	10	11	14	2	5968
ENSG00000198934	0	2	3	4	3	1	0	3628
ENSG00000222736	0	0	0	0	0	0	0	121
ENSG00000147251	6	6	0	0	10	8	0	6644
ENSG00000197443	0	0	0	0	0	0	0	1294
ENSG00000212634	0	0	0	1	0	0	0	273
ENSG00000212635	2	5	0	4	3	3	2	799
ENSG00000170817	0	0	0	0	0	0	0	324
ENSG00000165182	0	1	0	0	0	1	1	1547
ENSG00000212630	0	0	1	0	2	0	0	300
ENSG00000212631	0	1	0	0	0	0	0	404
ENSG00000212633	0	0	0	0	0	0	0	129
ENSG00000217283	0	0	0	0	0	0	0	1005
ENSG00000217280	0	0	0	0	0	0	0	184
ENSG00000207868	0	0	0	0	0	0	0	98
ENSG00000217287	0	0	0	0	0	0	0	394
ENSG00000196406	0	0	0	0	0	0	0	616
ENSG00000207867	0	0	0	0	0	0	0	88
ENSG00000207866	0	0	0	0	0	0	0	88
ENSG00000189252	0	1	1	1	0	0	1	593
ENSG00000180991	0	1	3	2	3	2	2	1584
ENSG00000217462	0	0	0	0	0	0	0	282
ENSG00000217460	1	0	0	0	0	0	0	2450
ENSG00000217467	0	0	0	1	0	0	0	914
ENSG00000217464	4	1	1	2	2	2	0	778
ENSG00000202495	0	0	0	0	0	0	0	101
ENSG00000218949	0	0	0	0	0	0	0	304
ENSG00000216395	13	16	16	10	22	32	14	1077
ENSG00000216649	2	5	3	1	1	3	0	564
ENSG00000216399	0	0	0	0	0	0	0	304
ENSG00000185319	0	0	1	0	1	1	0	405
ENSG00000218943	0	0	0	0	0	0	0	610
ENSG00000216245	1	0	0	3	3	0	1	938
ENSG00000213695	61	73	85	79	68	73	19	582
ENSG00000218898	0	0	0	0	0	0	0	1468
ENSG00000007952	30	36	42	48	36	36	0	2031
ENSG00000218897	0	0	1	0	0	0	0	111
ENSG00000170965	10	5	5	9	10	8	0	1126
ENSG00000196664	0	0	0	0	0	0	0	4992
ENSG00000102158	51	84	72	81	143	170	50	962
ENSG00000086758	807	1001	1160	1209	1332	1446	465	9767
ENSG00000202566	0	0	0	1	0	1	0	85
ENSG00000207041	0	0	0	0	0	0	0	107
ENSG00000189221	261	312	438	441	490	496	163	4072
ENSG00000213391	0	0	0	0	1	0	0	372
ENSG00000217861	0	0	0	1	0	0	0	563
ENSG00000198022	0	0	0	0	0	0	0	351
ENSG00000169446	12	13	21	20	25	29	7	3648
ENSG00000217869	0	0	0	0	0	0	0	571
ENSG00000197620	34	30	54	79	92	76	24	1174
ENSG00000220410	2	2	1	0	0	0	0	131
ENSG00000198205	4	4	1	2	8	8	4	4113
ENSG00000220414	0	0	0	0	0	0	0	398
ENSG00000211138	0	0	0	0	0	0	0	72
ENSG00000156298	4	4	4	2	0	2	2	1864
ENSG00000167393	4	0	6	6	2	22	7	1915
ENSG00000204118	0	0	0	0	0	0	0	2044
ENSG00000211130	0	0	0	0	0	0	0	64
ENSG00000186376	48	51	62	65	107	89	44	4257
ENSG00000171365	68	62	83	66	76	25	38	3266
ENSG00000220179	0	0	0	0	0	0	0	1376
ENSG00000216734	5	4	6	5	5	8	1	843
ENSG00000220096	0	0	0	0	0	0	0	1018
ENSG00000220093	0	0	1	1	0	0	0	455
ENSG00000219865	0	0	2	0	1	2	0	1442
ENSG00000220705	0	0	0	0	0	0	0	888
ENSG00000068323	16	26	33	39	38	43	14	2005
ENSG00000147255	14	18	21	14	23	14	10	4419
ENSG00000220252	4	5	7	3	1	4	3	730
ENSG00000147257	168	207	213	246	168	108	48	2303
ENSG00000147256	0	0	0	0	0	2	0	2736
ENSG00000198444	4	3	6	8	6	6	4	1701
ENSG00000220259	0	1	1	1	1	1	0	11812
ENSG00000220074	0	2	2	1	1	4	1	605
ENSG00000220073	0	0	0	0	0	0	0	1152
ENSG00000214897	0	0	0	0	0	0	0	1002
ENSG00000205681	0	0	0	0	1	0	0	300
ENSG00000219591	0	0	0	0	0	0	0	757
ENSG00000211558	0	0	0	0	0	0	0	87
ENSG00000220898	0	0	0	0	0	0	0	1534
ENSG00000184194	0	1	0	0	0	0	0	2897
ENSG00000147036	2	2	0	0	0	0	2	3197
ENSG00000221475	0	0	0	0	0	0	0	128
ENSG00000184205	192	200	259	269	496	496	189	2814
ENSG00000199885	0	0	0	0	0	0	0	107
ENSG00000220892	0	0	0	0	0	0	0	573
ENSG00000185915	0	0	0	0	0	0	0	3641
ENSG00000219733	0	0	1	2	0	0	1	337
ENSG00000208969	0	0	0	0	0	0	0	71
ENSG00000179304	23	32	32	31	51	39	17	3753
ENSG00000215253	22	24	41	29	30	14	8	431
ENSG00000179300	0	0	0	0	0	0	0	2648
ENSG00000208964	0	0	0	0	0	0	0	69
ENSG00000217368	3	4	6	4	12	7	7	2081
ENSG00000205755	3	0	0	0	6	3	0	702
ENSG00000222810	0	0	0	0	0	0	0	191
ENSG00000222814	0	0	0	0	0	0	0	303
ENSG00000178947	0	0	0	0	0	0	0	471
ENSG00000184515	1	0	1	0	0	1	0	857
ENSG00000147100	10	14	15	13	10	8	2	4363
ENSG00000221278	0	0	0	0	0	0	0	143
ENSG00000220676	0	0	0	0	0	0	0	514
ENSG00000220673	49	57	92	77	43	49	27	1813
ENSG00000220672	1	2	3	2	2	0	1	1579
ENSG00000184735	2	3	1	0	1	0	0	2118
ENSG00000219134	0	0	0	0	1	0	0	1015
ENSG00000221299	0	0	0	0	0	0	0	89
ENSG00000222063	0	0	0	0	0	0	0	107
ENSG00000183337	249	283	358	460	434	382	122	6115
ENSG00000122122	0	0	0	0	0	0	0	2623
ENSG00000186912	0	0	0	0	0	0	1	1595
ENSG00000122126	168	207	183	162	339	375	129	5152
ENSG00000133142	1076	1248	1299	1387	1027	1005	414	1277
ENSG00000222926	0	0	1	0	0	0	0	300
ENSG00000222922	0	0	0	0	0	0	0	112
ENSG00000133149	0	0	0	0	0	0	0	1351
ENSG00000180182	29	31	38	40	75	42	19	7984
ENSG00000206900	0	0	0	0	0	0	0	107
ENSG00000209165	0	0	0	0	0	0	0	109
ENSG00000173698	24	36	83	35	69	162	44	4741
ENSG00000056998	58	42	56	107	34	64	18	3035
ENSG00000200431	0	0	0	0	0	0	0	144
ENSG00000029993	43	61	68	71	39	56	18	3547
ENSG00000200436	0	0	0	0	0	0	0	112
ENSG00000177854	3	2	1	6	4	7	0	1665
ENSG00000214071	0	0	0	0	0	0	0	528
ENSG00000187516	0	0	0	0	0	0	0	426
